object_id,leak_id,parser,file_name,filepath,date_parsed,file_size,file_line_count,parsed_identities,already_read_lines,status,file_type,detected_fields,leak_source
649c0f34c0b597f7f67ba2c1,19413e5169d0fa879767c8bd093d02450202144b5048d3ce3c5a0e62c89dc223,xing5-2.0.1,www.forest.ku.ac.th {41.746} [HASH].txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/www.forest.ku.ac.th {41.746} [HASH].txt,1687949248,3721886,41745,40574,41745,finished,unknown,"['password', 'username', 'email', 'hash-md5']",Collection#1
649c177ef95433b26b878f8c,1a17544ef4bbbb752aef36f2ebf13eb836a869a93de97575c0959866328802ae,xing5-2.0.1,www.hpfl.net {28.435} [NOHASH].txt,collection1/Collection  #1_NEW combo semi private_Dumps/www.hpfl.net {28.435} [NOHASH].txt,1687951327,959576,28434,28412,28434,finished,unknown,"['username', 'password', 'email']",Collection#1
649c59be8daf2c5b4537ac30,1b5a8d9789b0540d32f4b116d857023b26e3712282f08eb80e8b04fff21b6f77,xing4-2.0.1,1036.txt,collection1/Collection  #1_EU combos/1036.txt,1687968307,3319673,100000,99999,100000,finished,unknown,"['username', 'email', 'password']",Collection#1
649c769c68eea91ac1ec0e2d,1d350c83bb5fc49790755dd93adf9e705f46df903187f10cbe9ef4d55cae8d58,xing2-2.0.1,1447.txt,collection1/Collection  #1_EU combos/1447.txt,1687975730,3198324,100000,99993,100000,finished,unknown,"['unknown', 'password', 'email', 'username']",Collection#1
649c6a5d8daf2c5b45ce9d95,1d70ef2d6122afd76f54af2970d4d3ca93e20602393640a085278f129860c182,xing4-2.0.1,2177.txt,collection1/Collection  #1_EU combos/2177.txt,1687972571,3257000,100000,99997,100000,finished,unknown,"['password', 'email', 'username']",Collection#1
649c789580bfe06f083f01c0,1d8ca8377d225984117f01dab26436a94be6a69a0616c55c7f6bca6e29c7b8aa,xing4-2.0.1,912.txt,collection1/Collection  #1_OLD CLOUD_Gaming combos/912.txt,1687976237,3192140,100000,99906,100000,finished,unknown,"['username', 'cc', 'email', 'password']",Collection#1
649c857280bfe06f089c2629,1da87fdf8efe6a32d2ce630963ae474d833c92da799eb1acf3c7c0ce2def1f9e,xing4-2.0.1,323.txt,collection1/Collection  #1_RU combo/323.txt,1687979528,3064610,100000,99999,100000,finished,unknown,"['email', 'username', 'password']",Collection#1
649c88d968eea91ac1d9ea20,1da95f7f2c401fd9678d6416e50bef3c4b2eb9c0032314ea9413b6feafe57839,xing2-2.0.1,213.txt,collection1/Collection  #1_RU combo/213.txt,1687980396,2980107,100000,99997,100000,finished,unknown,"['username', 'password', 'email']",Collection#1
649c874068eea91ac1957246,1de5b70b39808cce9e414e18bfb53b099df9a2868c8403f79cee597af1ea8034,xing2-2.0.1,7.txt,collection1/Collection  #1_RU combo/7.txt,1687979974,3016011,100000,99999,100000,finished,unknown,"['username', 'password', 'email']",Collection#1
649c4ade68eea91ac14a6cf8,1f267a0b562ffb991cff1520101187a98f0aa504a3bd04bd9ea912ff365aaafa,xing2-2.0.1,150.txt,collection1/Collection  #1_OLD CLOUD_UK combos/150.txt,1687964548,3433112,100000,99998,100000,finished,unknown,"['email', 'password', 'username']",Collection#1
649c896968eea91ac1fd290c,1f4e714503ad45f0c2fa6a864b6c8dc579afb1bade40b5eb526f7b758bcdf0db,xing2-2.0.1,177.txt,collection1/Collection  #1_Games combos_Sharpening/177.txt,1687980536,2952563,100000,508,100000,finished,unknown,"['email', 'password', 'username']",Collection#1
649cd54d68eea91ac1b71c23,1f809e15e4e2545cb03f90eb0f95e0210cfd9efb144cb3df6aaac3a282216c33,xing2-2.0.1,www.sitodelciclismo.net {13.425} [NOHASH] (Sports  Cycling and Biking).txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/www.sitodelciclismo.net {13.425} [NOHASH] (Sports  Cycling and Biking).txt,1687999834,431638,13425,13424,13425,finished,unknown,"['email', 'password']",Collection#1
